Asset tag,Break/Fix Coverage Expiry,Break/Fix Service level,Break/Fix Service Provider,Building,Candidate for Currency,Candidate to Move to NY3,Class,Comments,Effective Date,Environment,Host name,iLO/RSA/HMC ip address,iLO/RSA/HMC Service Info,Install Date,IP Address,Is Virtual,Level 1 Support Group,Level 2 Support Group,Level 3 Support Group,Maintenance Window,Model ID,Operating System,OS Family,OS Status,OS Version,Project Change Notes,Serial number,SNow most recent discovery,State,Status(hardware status),Substate,TD Asset Application Code,Cabinet,Cage,CPU core count,CPU count,Disk space (GB),Logical CPUs,RU Start Position,Total Memory (MB)
B11192,,NA,Maintech,NY4,NO,YES,Linux Server,"2022.06.27 VERVIL6/Created as per TASK5357216 (new build)
2022.11.17 - tab9241, Jude Xavier - Changed from ny4tdsatlda117 to ny4tdsatlda17 via TASK6016401

20230526 - mckays7 - Changed state to ""In use""

20230623 - mckays7 - CHG1203258 - Server Decommission for RAID Hardware Retrofit

20230630 - mckays7 - CHG1208640 - Rebuilt server after RAID Hardware retrofit

20230703 - mckays7 - Undated state from ""In Use"" to ""In stock - Pending Install""",6/27/2022 10:48,DEV,ny4tdsatlda17,10.225.33.146,ny4tdsatlda17r.corp.tdsecurities.com,6/25/2022 12:00,10.225.16.189,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,Active,8.1,"2022.04.21 - racked with power, no network
2022.10.22 - LAMW2 - CHG1063131 relocate MXQ1350KT3 ny4tdsatlda117 from NY4-8235-106 RU7 (UAT) to  NY4-8235-104 RU3 (DEV) , new build",MXQ1350KT3,8/2/2025 17:22,In use,Installed,,HDLDS,104,8235,40,2,36494.94,160,3,772905
A56788,10/14/2024 0:00,HP Base HW,HP Compaq,NY4,NO,YES,Linux Server,"This server was renamed to hhb-l-ext-gmqa100 10.14.5.100 on 6/25/2022
hhb-l-gmqa06.ntglobalmarkets.com 10.14.101.121 SN= MXQ1350KTC this server is for TDS-AT 
Moved on this Location on 9/30/2022

2024.11.02 - LAMW2 - CHG1514923 - serial MXQ1350KTC old  ch-l-extprod001 relocated from DRT-Chicago to NY4 and repurpose as ny4tdsatlda28

20241122 - mckays7 - CHG1537037 - Server build

2025/02/28 -  mckays7-  RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX",1/21/2022 12:28,DEV,ny4tdsatlda28,10.225.33.200,ny4tdsatlda28r.corp.tdsecurities.com,10/31/2024 9:00,10.225.61.76,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,New,8.1,TDSAT,MXQ1350KTC,8/2/2025 8:12,In use,Installed,,HDLDS,104,8235,40,2,,160,33,772909
B11118,10/14/2024 0:00,HP Base HW,HP Compaq,NY4,NO,YES,Linux Server,"This server was rebuilt into hhb-l-ext-gmprod01 10.14.5.1
DEV) is hhb-l-gmbuild07.ntglobalmarkets.com 10.14.101.122 SN= MXQ1350KSG
Moved on this location on 9/16/2022
Location DRT 2319 RU 6
Oct 14 2022
==========
Previous Asset Tag was A56787
Got request to change it to B11118

2024.11.02 - LAMW2 - CHG1514923 - serial MXQ1350KTG old  ch-l-extqa100 relocated from DRT-Chicago to NY4 and repurpose as ny4tdsatlda29

20241122 - mckays7 - CHG1537037 - Server build

2025/02/28 -  mckays7-  RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX",1/21/2022 12:31,DEV,ny4tdsatlda29,10.225.33.201,ny4tdsatlda29r.corp.tdsecurities.com,10/31/2024 9:01,10.225.61.77,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,New,8.1,TDSAT,MXQ1350KTG,8/2/2025 8:01,In use,Installed,,HDLDS,104,8235,40,2,,160,36,772909
B11120,11/25/2025 0:00,HP Base HW,HP Compaq,NY4,NO,YES,Linux Server,"2024.11.02 - LAMW2 - CHG1514923 - serial MXQ242138X old  ch-l-prod017 relocated from DRT-Chicago to NY4 and repurpose as ny4tdsatlda30

20241122 - mckays7 - CHG1537037 - Server build

2025/02/28 -  mckays7-  RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX",12/23/2022 21:00,DEV,ny4tdsatlda30,10.225.33.204,ny4tdsatlda30r.corp.tdsecurities.com,10/31/2024 9:01,10.225.61.78,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,New,8.1,TDSAT,MXQ242138X,8/2/2025 8:08,In use,Installed,,HDLDS,104,8235,40,2,,160,34,772905
B11119,11/25/2025 0:00,HP Base HW,HP Compaq,NY4,NO,YES,Linux Server,"2024.11.02 - LAMW2 - CHG1514923 - serial MXQ242138Y old  ch-l-prod016 relocated from DRT-Chicago to NY4 and repurpose as ny4tdsatlda31

20241122 - mckays7 - CHG1537037 - Server build

2025/02/28 -  mckays7-  RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX",12/23/2022 21:00,DEV,ny4tdsatlda31,10.225.33.205,ny4tdsatlda31r.corp.tdsecurities.com,10/31/2024 9:01,10.225.61.79,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,New,8.1,TDSAT,MXQ242138Y,8/2/2025 8:10,In use,Installed,,HDLDS,104,8235,40,2,,160,35,772905
A30486,8/11/2026 0:00,,HP Compaq,NY4,NO,YES,Linux Server,"2024.09.28 - LAMW2 - CHG1501655 - this MXQ33108PX  trcvbmapp03 is being repurposed as ny4tdsatlda32 and ship from TR2 to NY4
2024.10.12 - CHG1511060 - LAMW2 - rack and cable , https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=36891

20241122 - mckays7 - CHG1537037 - Server build

20241205 - mckays7 - Changed state from ""In stock - pending install"" to ""In use""

2025/02/28 -  mckays7-  RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX",9/8/2023 12:00,DEV,ny4tdsatlda32,10.225.33.206,ny4tdsatlda32r.corp.tdsecurities.com,9/8/2023 7:51,10.225.61.80,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,New,8.1,"2023.09.08 - CVBM - http://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=36095
2024.10.12 - HDLDS - https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=36891",MXQ33108PX,8/2/2025 8:07,In use,Installed,,HDLDS,104,8235,16,2,,64,37,257095
A29625,2/6/2026 0:00,HP Base HW,,NY4,NO,YES,Linux Server,"# 2025/01/02 zhane42 - CHG1556459 - Cool Down tr2tdsatla07 tr2tdsatla08
# 2025/01/03 zhane42 - CHG1556472 - Server decommission - tr2tdsatla07 tr2tdsatla08..[last_DAC:HDLDS]
#2025.01.04 – LAMW2 - CHG1556626 – Unrack MXQ2430CK0 tr2tdsatla07 from TR2-TDS-32325-202,RU5 and relocate NY4-8235-109,RU34 & repurpose as ny4tdsatlda33
#2025.02.01 - LAMW2 - CHG1574699 rack and cable

20250206 - mckays7 - CHG1581683 - Server build

2025/02/28 -  mckays7-  RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX",1/14/2023 12:00,DEV,ny4tdsatlda33,10.225.33.230,ny4tdsatlda33r.corp.tdsecurities.com,1/14/2023 12:00,10.225.61.81,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,Active,8.1,2023.01.14 - lamw2 - CHG1108138 - rack & cable,MXQ2430CK0,8/2/2025 8:06,In use,Installed,,HDLDS,109,8235,40,2,36264.94,160,34,772905
B10640,11/4/2025 0:00,HP Base HW,,NY4,NO,YES,Linux Server,"20230407 - mckays7 - CHG1158732
- Built server as ny4tdsatlda20

20230504 - mckays7 - CHG1177199
- decomm - cool down
- server to become tr2tdsatla08
- updated appboxen
- Updated state to ""In stock - Cool Down:

20230505 - mckays7 - CHG1178016 - Server Decommission
- updated state to ""In Stock - Pending transfer""
- Server is being repurposed as tr2tdsatlda08.
- Server will be shipped to tr2.

2023.05.06 - CHG1172271 - lamw2 - MXQ2421398 unrack from DEV NY4-8235-103,RU13 and prep pickup & relocate to TR2  & rename for TDSAT  tr2tdsatla08
2023.05.27 - CHG1182302 - lamw2 - tr2tdsatla08 rack & cable at TR2 , TR2-TDS-32325-203 / RU3

# 2025/01/02 zhane42 - CHG1556459 - Cool Down tr2tdsatla07 tr2tdsatla08
# 2025/01/03 zhane42 - CHG1556472 - Server decommission - tr2tdsatla07 tr2tdsatla08
#2025.01.04 – LAMW2 - CHG1556626 – Unrack MXQ2421398 tr2tdsatla08 from TR2-TDS-32325-202,RU5 and relocate NY4-8235-109,RU36 & repurpose as ny4tdsatlda34
#2025.02.01 - LAMW2 - CHG1574699 rack and cable

20250206 - mckays7 - CHG1581683 - Server build

2025/02/28 -  mckays7-  RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX",1/28/2023 12:00,DEV,ny4tdsatlda34,10.225.33.231,ny4tdsatlda34r.corp.tdsecurities.com,1/28/2023 12:00,10.225.61.82,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,Active,8.1,2023.01.28 - lamw2 - CHG1111437 - rack & cable at NY4 ny4tdsatlda20 MXQ2421398,MXQ2421398,8/2/2025 8:01,In use,Installed,,HDLDS,109,8235,40,2,36264.94,160,36,772905
B06762,,NA,Maintech,NY4,YES,YES,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
GLOBAL EFI.  dessud:  NY credential issue - Akmal investigating<VALIDATED::TDSGI::12/23/2019>

20221028 - mckays7 -  DEC0022127 - CHG1072594 - Decomm - Cool Down
- Change state from ""In use"" to ""In stock - Cool down""
- update appboxen
Server to become  NY4EFXLDA30

20221104 - mckays7 - CHG1076588 - Disk Wipe

nj2soptil01-ilo: 10.171.6.20
nj2soptil01:

ny4efxlda30r: 10.225.33.96
ny4efxlfa30:

2022.11.05 - MCKAYS7 - CHG1073385 - relocate MXQ61802W5 nj2soptil01 from 7125-103, RU7 to 8235-102, RU32 and rebuild as ny4efxlda30  DEV
old
nj2soptil01.corp.tdsecurities.com 10.171.5.20
nj2soptil01-ilo.tdbfg.com   10.171.6.20
new
ny4efxlda30.corp.tdsecurities.com 10.225.16.44 /27
ny4efxlda30.corp.tdsecurities.com 10.225.33.96 /24

20221118 - mckays7 - CHG1082070 - repurposed as ny4efxlda30

20221128 - mckays7 - Changed state to ""In Maintenance"".
2024.03.27 - tac8345 - update to ""in use""",9/6/2016 13:53,DEV,ny4efxlda30,10.225.33.96,ny4efxlda30.corp.tdsecurities.com,8/25/2016 13:53,10.225.16.44,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL360 Gen9,Linux Red Hat,linux,New,8.1,Technologies solutions,MXQ61802W5,8/2/2025 17:14,In use,Installed,,EFX,102,8235,18,2,7040.69,36,32,257286
B06761,,NA,Maintech,NY4,YES,YES,Linux Server,"2025/02/28 – belotb2 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3
GLOBAL EFI.  dessud:  NY credential issue - Akmal investigating<VALIDATED::TDSGI::12/23/2019>
SYNC MAL code is decommissioned, and server has transitioned to NYION - REQ2429452 

20221019 - mckays7 -  CHG1066678 - Cool Down - DEC0021860
- Change state from ""In Use"" to ""In Stock - cool down""
- Server to be rebuilt as NY4EFXLDS01

2022.10.26 - AIDOOP2 - CHG1071072 rebuild serial with new hostname for DEV
nj2ssyncl01.corp.tdsecurities.com <rebuild with new Hostname> ny4efxlds01.corp.tdsecurities.com          10.171.5.22 255.255.255.0 10.171.5.1
nj2ssyncl01-ilo.tdbfg.com                 <rebuild with new Hostname> ny4efxlds01r.corp.tdsecurities.com 10.171.6.22 

2022.10.29 – LAMW2 - CHG1072981 relocate MXQ61802W3  from 7125-103, RU8  to 8235, Cab 103, RU8 and rebuild as ny4efxlds01 DEV
ny4efxlds01.corp.tdsecurities.com  10.171.5.22  > change to 10.225.16.47 /27
ny4efxlds01r.corp.tdsecurities.com  10.171.6.22  > change to 10.225.33.164 /24
 
20230122 - mckays7 - Changed state to ""In Maintenance""
2024.03.27- tac8345 - updated to ""in use""",8/25/2016 14:40,DEV,ny4efxlds01,10.225.33.164,ny4efxlds01r.corp.tdsecurities.com,8/25/2016 14:37,10.225.16.47,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL360 Gen9,Linux Red Hat,linux,New,8.1,GLOBAL EFI,MXQ61802W3,8/2/2025 17:18,In use,Installed,,EFX,103,8235,18,2,7040.69,36,8,257286
B07057,,NA,Maintech,NY4,YES,YES,Linux Server,"<VALIDATED::TDSGI::12/23/2019>
20220806 - mckays7 - CHG1025671 - Server Cool Down/Decomm - Changed state from In use to In stock -cool down.
- Server is being repurposed as ny4nyionlda07.corp.tdsecurities.com

2022.08.06 CHG1025671 decom  nwnyionap03 MXQ74107CD and power off

2022.08.06 - lamw2 - CHG1022626  relocate -- NWNYIONAP03 7125 - 103 RU 28 to 8895 - 102 RU 12 MXQ74107CD > rebuild as ny4nyionlda07 DEV
old   
nwnyionap03.corp.tdsecurities.com 10.171.5.47  
NWNYIONAP03-ilo.tdbfg.com 10.171.6.47  
new   
ny4nyionlda07.corp.tdsecurities.com 10.225.16.22  
ny4nyionlda07r.corp.tdsecurities.com 10.225.33.4  

20220809 - mckays7 - CHG1026787- Expediated Decomm - Disk wipe

20220923 - mckays7 - CHG1048908 - Server installed as ny4nyionlda07
20221019 - mckays7 - Change state from  ""In Stock"" to ""In use"". 
- update appboxen.

2022.12.10 - MOTIEM2 \ LAMW2 - CHG1093304 relocate MXQ74107CD ny4nyionlda07 from 8895-102 RU13 to 8235-103 RU4, same name & IPs",1/1/2018 16:44,DEV,ny4nyionlda07,10.225.33.4,ny4nyionlda07r.corp.tdsecurities.com,11/8/2017 10:35,10.225.16.22,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL360 Gen9,Linux Red Hat,Linux,New,7.9,MIFID NYION,MXQ74107CD,8/2/2025 17:16,In use,Installed,,NYION,103,8235,12,2,13922.54,24,4,257655
B07059,,NA,Maintech,NY4,YES,YES,Linux Server,"<VALIDATED::TDSGI::12/23/2019>
20220806 - mckays7 - CHG1025671 - Server Cool Down/Decomm - Changed state from ""In use"" to ""In Stock/Cool Down""
- Server i being repurposed and wiill become ny4nyionlda08.corp.tdsecurities.com

2022.08.06 CHG1025671 decom  nwnyionap04  MXQ74402QX power off

2022.08.06 CHG1022626 relocate -- NWNYIONAP04 7125 - 105 RU 19 to 8895 - 103 RU 13 MXQ74402QX > rebuild as ny4nyionlda08 DEV
old   
nwnyionap04.corp.tdsecurities.com 10.171.5.49  
NWNYIONAP04-ilo.tdbfg.com 10.171.6.49  
new   
ny4nyionlda08.corp.tdsecurities.com 10.225.16.23  
ny4nyionlda08r.corp.tdsecurities.com 10.225.33.5  

20220809 - mckays7 - CHG1026787- Expediated Decomm - Disk wipe

20220923 - mckays7 - CHG1048908 - Server installed as ny4nyionlda08
20221019 - mckays7 - update appboxen.

2022.12.10 - MOTIEM2 \ LAMW2 - CHG1093304 relocate MXQ74402QX ny4nyionlda08 from 8895-103 RU13 to 8235-103 RU5, same name & IPs

20250303 - mckays7 - RITM14032018 - TASK9688035
-  Updated Fully qualified domain name from ny4nyionlda08.corp.tdsecurities.com.corp.tdsecurities.com  to ny4nyionlda08.corp.tdsecurities.com",1/1/2018 16:44,DEV,ny4nyionlda08,10.225.33.5,ny4nyionlda08r.corp.tdsecurities.com,11/8/2017 10:35,10.225.16.23,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,Weekends,ProLiant DL360 Gen9,Linux Red Hat,Linux,New,7.9,MIFID NYION,MXQ74402QX,8/2/2025 17:17,In use,Installed,,NYION,103,8235,12,2,13922.54,24,5,257656
B06774,,NA,Maintech,NY4,YES,YES,Linux Server,"2021.11.22 VERVIL6/Updating to Pending Install; Decom as per CHG below, repurpose but the state was not updated; hostname was updated by discovery
GLOBAL EFI.  dessud:  NY credential issue - Akmal investigating
# 2021/06/23 zhane42 - CHG0706432 -Server Decommission - njssyncl01 njsusril01 njsusril02 njsusril03 njsusril04 njsusril05..[last_DAC:NYION]
# 2021/12/9 cheonh2 - Added MAL Code, OPTI

20231012 - mckays7 - CHG1272937 - Cool Down
- Powered off server
- Updated Appboxen
- Changed state to ""In Stock - Cool Down""
- Will be repurposed as ny4mcsdslda01

20231013 - mckays7 - CHG1272989 - Service Decommission - Wipe disk
- Wiped disk
- Updated Appboxen
- Change status to 'In stock - Wiped drive

2023.10.14 - CHG1264203 - LAMW2 - relocate MXQ618038S ny4optilda12 DEV from 8895-105,RU34 to 8235-108,RU21 and rebuild as ny4mcsdslda01 DEV

20231027 - mckays7 - CHG1282950 - Server build
- Updated Appboxen
- Changed state to ""In Use""",10/14/2023 12:00,DEV,ny4mcsdslda01,10.225.33.105,ny4mcsdslda01r.corp.tdsecurities.com,8/26/2016 10:14,10.225.56.119,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen9,Linux Red Hat,linux,Active,8.1,NYION > MCSDS,MXQ618038S,8/2/2025 8:11,In use,Installed,,MCSDS,108,8235,10,2,7040.69,20,21,257290
B06753,,NA,Maintech,NY4,YES,YES,Linux Server,"# 2019/02/15 zhane42 CHG0279538 - Server Decommission - Cool Down - nysiondevl01/02/03
<VALIDATED::TDSGI::12/23/2019>
Server was decommissioned in error, and has been relocated to NY4
2023.09.09 - CHG1234417 - LAMW2 - relocate MXQ6180389  from 8895-105,RU10 to 8235-108,RU32",8/5/2016 10:58,DEV,ny4nyionlda01,10.225.33.42,ny4nyionlda01r.tdbfg.com,8/5/2016 10:57,10.225.16.18,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen9,Linux Red Hat,linux,New,7.9,Global eFI,MXQ6180389,8/2/2025 17:22,In use,Installed,,NYION,108,8235,10,2,7324.69,20,32,257662
B06743,,NA,Maintech,NY4,YES,YES,Linux Server,"dessud:  NY credential issue - Akmal investigating

# 2019/02/15 zhane42 CHG0279538 - Server Decommission - Cool Down - nysiondevl01/02/03
<VALIDATED::TDSGI::12/23/2019>
Server was decommissioned in error, and has been relocated to NY4
2023.09.09 - CHG1234417 - LAMW2 - relocate MXQ618038K  from 8895-106,RU13 to 8235-109,RU32",8/9/2016 9:40,DEV,ny4nyionlda02,10.225.33.52,ny4nyionlda02r.tdbfg.com,8/5/2016 9:37,10.225.16.27,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen9,Linux Red Hat,linux,New,7.9,Global eFI,MXQ618038K,8/2/2025 17:20,In use,Installed,,NYION,109,8235,10,2,5068.36,40,32,257659
B10581,,NA,Maintech,NY4,YES,YES,Windows Server,"2022.04.05 VERVIL6/Updated as per TASK4949134.
2022.04.30 -- CHG0969032 ny4nyionloradb07 2M2136022P relocate from  8895 – 115 RU 21 to 8895-110 RU 44
2022.08.10 -- lamw2 - repurpose as sisddrnw02nyion DEV
2022.08.20 - CHG1025956 relocate -  ny4nyionloradb07-redeploy  8895-110 RU 44 to 8235-102 RU 9 2M2136022P > rebuild as sisddrnw02nyion DEV
old
ny4nyionloradb07r.corp.tdsecurities.com10.225.96.64
new    
sisddrnw02nyion.d2-tdbfg.com 10.225.20.13  255.255.255.224 10.225.20.1 
sisddrnw02nyionr.d2-tdbfg.com 10.225.33.58  255.255.255.0 10.225.33.1",4/5/2022 15:10,DEV,sisddrnw02nyion,10.225.33.58,sisddrnw02nyionr.d2-tdbfg.com,9/27/2022 12:57,10.225.20.13,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,,ProLiant DL380 Gen10,Windows 2019 Standard,Windows,New,10.0.17763,n/a,2M2136022P,8/2/2025 17:24,In use,Installed,,NYION,102,8235,16,2,5961.54,64,9,262144
B06916,,NA,Maintech,NY4,YES,YES,Linux Server,"<VALIDATED::TDSGI::12/23/2019>
2023.09.09 - CHG1234417 - LAMW2 - relocate 2M283303RR  from 8895-105,RU6  to 8235-103,RU17",6/6/2019 10:08,DEV,ny4nyionldg02,10.225.33.45,ny4nyionldg02r.corp.tdsecurities.com,5/27/2019 6:00,10.225.17.21,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10,Linux Red Hat,Linux,New,7.9,NYION project,2M283303RR,8/2/2025 17:21,In use,Installed,,NYION,103,8235,8,2,68176.25,16,16,96175
B10584,,NA,Maintech,NY4,YES,YES,Linux Server,"2022.04.05 VERVIL6/Updated as per TASK4949134.
2022.04.30 -- CHG0969032 ny4nyionloradb08 2M2136022R relocate from  8895 – 116 RU 21 to 8895-111 RU 34

2022.12.03 - MCKAYS7 \ LAMW2  - relocate 2M2136022R ny4nyionloradb08 from 8895-111 RU34 to 8235-103 RU9 and rebuild new ny4nyionldoradb02 DEV
old
no OS   
ny4nyionloradb08r.corp.tdsecurities.com 10.225.96.65  
new   
ny4nyionldoradb02.corp.tdsecurities.com  10.225.20.14 255.255.255.224 10.225.20.1
ny4nyionldoradb02r.corp.tdsecurities.com 10.225.33.7/24

20221215 - mckays7 - CHG1101546 - built server with RHEL 8

20230517 - mckays7 - Changed state to ""In use""",4/5/2022 15:13,DEV,ny4nyionldoradb02,10.225.33.7,ny4nyionldoradb02r.corp.tdsecurities.com,11/6/2021 12:00,10.225.20.14,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10,Linux Red Hat,Linux,New,8.8,n/a,2M2136022R,8/2/2025 17:21,In use,Installed,,NYION,103,8235,16,2,7262.54,32,9,257075
B06921,,NA,Maintech,NY4,YES,YES,Linux Server,"<VALIDATED::TDSGI::12/23/2019>
2023.09.09 - CHG1234417 - LAMW2 - relocate 2M283303RN  from 8895-106,RU8  to 8235-104,RU17",6/18/2019 21:44,DEV,ny4nyionldg01,10.225.33.55,ny4nyionldg01r.corp.tdsecurities.com,5/27/2019 6:00,10.225.17.30,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10,Linux Red Hat,Linux,New,7.9,NYION Project,2M283303RN,8/2/2025 17:21,In use,Installed,,NYION,104,8235,8,2,68115.25,16,17,96175
B10938,,NA,Maintech,NY4,YES,YES,Windows Server,"EFXNG DB Server - DEV
2023.09.09 - CHG1234417 - LAMW2 - relocate CZ2024083M  from 8895-105,RU16 to 8235-104,RU19",8/13/2020 10:26,DEV,sisddrnw01efxng,10.225.33.91,SISDDRNW01EFXNGr.TDBFG.com,8/7/2020 10:19,10.225.20.38,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,"MON,TUE,WED,THU,FRI - 18:00-07:00 | SAT 00:00 - SUN 23:59",ProLiant DL380 Gen10,Windows 2016 Standard,Windows,New,10.0.14393,1VB Project,CZ2024083M,8/2/2025 17:26,In use,Installed,,EFXNG,104,8235,16,2,12663.16,64,18,294912
B10582,,NA,Maintech,NY4,YES,YES,Linux Server,"2022.04.05 VERVIL6/Updated as per TASK4949134
2022.04.30 -- CHG0969032 ny4nyionloradb06 2M2136022Q relocate from  8895 – 116 RU 42 to 8895-111 RU 40
20220527 - mckays7 - CHG0986059 - Built ny4nyionloradb06 - In use

20231107 - mckays7 - CHG1288891 - Start of Decommission - Cool down
- Updated Appboxen
- Changed state to ""In Stock - Cool Down""

20231114 - mckays7 - CHG1294416 - Server Decommission - Disk Wipe
- Update Appboxen
- Appended _RETIRED to name
- Changed state to ""In Stock - Wiped""

2024.11.07 - LAMW2 - repurpose as ny4mcsdslda02, https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=36706
2024.11.30 - CHG1533389 - LAMW2 - relocate 2M2136022Q old ny4nyionloradb06 from 8895-111,RU40 to 8235-108,RU33 and rebuild as ny4mcsdslda02

20241213 - mckays7 - CHG1550918 - server builld",4/5/2022 14:52,DEV,ny4mcsdslda02,10.225.33.119,ny4mcsdslda02r.corp.tdsecurities.com,11/6/2021 12:00,10.225.56.123,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10,Linux Red Hat,Linux,New,9.6,n/a,2M2136022Q,8/2/2025 8:05,In use,Installed,,MCSDS,108,8235,16,2,32626.01,32,33,257071
B10577,,NA,Maintech,NY4,YES,YES,Linux Server,"2022.04.05 VERVIL6/Updated as per TASK4949134
20220525 - mckays7 - CHG0958847 Built ny4nyionluoradb03 - In Use
2023.09.09 - CHG1234417 - LAMW2 - relocate 2M2136022M  from 8895-102,RU39  to 8235-105,RU34

20231107 - mckays7 - CHG1288939 - Start of server Decommission - Cool Down
- Updated Appboxen
- Changed state to ""In Stock - Cool Down""

20231114 - mckays7 - CHG1294452 - Server Decommission - Wiped
- updated Appboxen
- Appended _RETIRED to name
- Changed state to ""In Stock - Wiped""

2024.11.07 - LAMW2 - repurpose as ny4mcsdslddb01 , https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=36794
2024.11.30 - CHG1533389 - LAMW2 - relocate 2M2136022M old ny4nyionluoradb03 from 8235-105,RU34 to 8235-108,RU22 and rebuild as ny4mcsdslddb01

20241213 - mckays7 - CHG1550918 - server builld
- Need FW opened to complete install

20241220 - mckays7 - completed server build.  Needed to re-install OS since it installed on incorrect disk.",4/5/2022 14:26,DEV,ny4mcsdslddb01,10.225.33.112,ny4mcsdslddb01r.corp.tdsecurities.com,11/6/2021 12:00,10.225.60.102,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10,Linux Red Hat,Linux,New,9.6,n/a,2M2136022M,8/2/2025 8:11,In use,Installed,,MCSDS,108,8235,16,2,26341.97,32,22,257063
